unit_id,t_id,mob_state,p_R1,p_R2,p_R3,p_R4,p_R5,p_R6,p_R7,road_centrality,accessibility_index,population_density,traffic_intensity,congestion_proxy,barrier_index,bottleneck_index,stay_proxy
plot_10648,WD_AM,R2,0.0,0.9999999999998472,1.2596088980712132e-19,0.0,1.4888379162438984e-24,0.0,1.535947791014684e-13,0.3145029569813036,0.3710073544022446,6.863933821277159,10328.733240495148,0.0,0.0,0.2020031819813036,8.839094812481526e-06
plot_10648,WD_PM,R1,1.0,0.0,8.36017193383049e-21,0.0,1.8126035727843307e-27,0.0,1.4255756746817639e-33,0.3145029569813036,0.3710073544022446,4.878476539167129,4597.923654187039,0.0,0.0,0.2020031819813036,6.425663311428542e-06
plot_10648,WD_EVE,R4,0.0,0.0,2.037461791034781e-21,1.0,6.713892179583956e-27,0.0,1.5047496968687025e-17,0.3145029569813036,0.3710073544022446,6.419825701556009,7002.107117674583,0.0,0.0,0.2020031819813036,5.9123727238484905e-06
plot_10648,WE_PM,R2,0.0,0.9999999999998704,9.858594129349124e-20,0.0,1.7647468737785478e-24,0.0,1.298528869528312e-13,0.3145029569813036,0.3710073544022446,7.497090363172235,10716.62451775572,0.0,0.0,0.2020031819813036,8.885936682102772e-06
plot_10810,WD_AM,R2,0.0,0.9999902937706654,1.0195747710437382e-19,0.0,4.7574958220515153e-48,9.70622933462545e-06,3.143067261252322e-23,0.3145029569813036,0.4027490979555197,1.2358624990390226,0.0,0.0,0.0,0.2020028444813036,8.843232906098208e-06
plot_10810,WD_PM,R1,0.9999999874443066,0.0,6.0493062284411024e-21,0.0,1.43231071977873e-49,1.25556929433087e-08,2.4666278118169036e-38,0.3145029569813036,0.4027490979555197,0.8783776714905015,0.0,0.0,0.0,0.2020028444813036,6.427838132819475e-06
plot_10810,WD_EVE,R4,0.0,0.0,1.386834936658562e-21,0.9999999260570852,5.822364318571192e-50,7.394291611233114e-08,3.654739664363501e-26,0.3145029569813036,0.4027490979555197,1.1558045319269248,0.0,0.0,0.0,0.2020028444813036,5.915205520724546e-06
plot_10810,WE_PM,R2,0.0,0.9999910575663812,8.070278587613492e-20,0.0,4.9318179801984816e-48,8.942433618081952e-06,2.9004817957479535e-23,0.3145029569813036,0.4027490979555197,1.349859930407055,0.0,0.0,0.0,0.2020028444813036,8.889044134933034e-06
plot_10650,WD_AM,R2,0.0,0.9999999999999948,6.837181191218593e-20,0.0,7.902316172770364e-30,0.0,4.752546931950234e-15,0.3145029569813036,0.4687936198880396,7.308177846454892,493.2229278609036,0.0,0.0,0.2145030569813036,8.869640969461566e-06
plot_10650,WD_PM,R1,1.0,0.0,5.8215752451242416e-21,0.0,4.2668573794280775e-33,0.0,3.8061694657982687e-35,0.3145029569813036,0.4687936198880396,5.194218810425141,218.8127586371556,0.0,0.0,0.2145030569813036,6.441720818746222e-06
plot_10650,WD_EVE,R4,0.0,0.0,1.0938818783571696e-21,1.0,2.131126757211437e-32,0.0,3.843026490203784e-19,0.3145029569813036,0.4687936198880396,6.83115287896587,334.35821322551686,0.0,0.0,0.2145030569813036,5.933291461954983e-06
plot_10650,WE_PM,R2,0.0,0.9999999999999964,5.365069985408945e-20,0.0,9.795004663337292e-30,0.0,4.101927263611328e-15,0.3145029569813036,0.4687936198880396,7.982160579716226,510.8813219409316,0.0,0.0,0.2145030569813036,8.908916696536286e-06
plot_10846,WD_AM,R2,0.0,0.9999922003036812,6.169790906595818e-20,0.0,7.798332279711607e-46,7.79969631944581e-06,3.971695678235322e-23,0.3106487198287033,0.3795276092175896,7.2342857885893075,0.0,0.0,0.0,0.2106488198287033,8.864673377176634e-06
plot_10846,WD_PM,R1,0.9999999890660494,0.0,4.014776202766269e-21,0.0,1.8007129699248723e-47,1.0933949790105313e-08,3.4976061484927197e-38,0.3106487198287033,0.3795276092175896,5.14170072384182,0.0,0.0,0.0,0.2106488198287033,6.4391088841711705e-06
plot_10846,WD_EVE,R4,0.0,0.0,8.110075481855468e-22,0.9999999428123,8.663448026002607e-48,5.718769986698324e-08,4.415187131061234e-26,0.3106487198287033,0.3795276092175896,6.7627560619929605,0.0,0.0,0.0,0.2106488198287033,5.929888298225571e-06
plot_10846,WE_PM,R2,0.0,0.9999927483590444,4.914989635629532e-20,0.0,8.758262099419547e-46,7.251640955305937e-06,3.651421909802528e-23,0.3106487198287033,0.3795276092175896,7.901478938709498,0.0,0.0,0.0,0.2106488198287033,8.905172999623453e-06
