unit_id,t_id,mob_state,p_R1,p_R2,p_R3,p_R4,p_R5,p_R6,p_R7,road_centrality,accessibility_index,population_density,traffic_intensity,congestion_proxy,barrier_index,bottleneck_index,stay_proxy
plot_10648,WD_AM,1,0.9916695540398099,0.0,0.0,1.9825575999719852e-16,0.0,0.0,0.00833044596018899,0.3145029569813036,0.3710073544022446,393.68937119948697,20557.00266296619,0.0,0.0,0.2020031819813036,0.0
plot_10648,WD_PM,1,0.9919300098399915,0.0,0.0,1.6808149698305342e-16,0.0,0.0,0.00806999016000947,0.3145029569813036,0.3710073544022446,396.33976591617903,23317.47641214774,0.0,0.0,0.2020031819813036,0.0
plot_10648,WD_EVE,1,0.9896539891047028,0.0,0.0,3.923406326194327e-16,0.0,0.0,0.010346010895296062,0.3145029569813036,0.3710073544022446,366.7530092374204,14409.153777752685,0.0,0.0,0.2020031819813036,0.0
plot_10648,WE_PM,1,0.991946538943995,0.0,0.0,1.7049731910864484e-16,0.0,0.0,0.008053461056005353,0.3145029569813036,0.3710073544022446,403.52959943386344,22580.288247646597,0.0,0.0,0.2020031819813036,0.0
plot_10810,WD_AM,3,2.9558204631778433e-46,0.0,0.9999994964687324,3.3795080234823884e-16,0.0,5.03531267549401e-07,7.276480347775892e-19,0.3145029569813036,0.4027490979555197,70.29992332445741,0.0,0.0,0.0,0.2020028444813036,0.0
plot_10810,WD_PM,3,3.0991328611681445e-46,0.0,0.9999995045826325,3.261479674738754e-16,0.0,4.954173679844043e-07,7.050082492914519e-19,0.3145029569813036,0.4027490979555197,70.77020206041246,0.0,0.0,0.0,0.2020028444813036,0.0
plot_10810,WD_EVE,3,1.7580021940756787e-46,0.0,0.9999993984802307,4.975919966561416e-16,0.0,6.015197683279224e-07,1.0274487296614952e-18,0.3145029569813036,0.4027490979555197,65.46998060359947,0.0,0.0,0.0,0.2020028444813036,0.0
plot_10810,WE_PM,3,3.514115858327617e-46,0.0,0.9999995255076619,2.967053238280912e-16,0.0,4.7449233741095367e-07,6.481799941983957e-19,0.3145029569813036,0.4027490979555197,72.04508262515282,0.0,0.0,0.0,0.2020028444813036,0.0
plot_10650,WD_AM,7,9.75500335190515e-12,0.0,0.0,1.5196923138549522e-11,0.0,0.0,0.9999999999750475,0.3145029569813036,0.4687936198880396,394.4085019895873,936.2378937184603,0.0,0.0,0.2145030569813036,0.0
plot_10650,WD_PM,7,1.5829407925796328e-11,0.0,0.0,1.1346662625379949e-11,0.0,0.0,0.9999999999728235,0.3145029569813036,0.4687936198880396,396.9398879507244,1059.2519351704966,0.0,0.0,0.2145030569813036,0.0
plot_10650,WD_EVE,7,2.0998431087630075e-12,0.0,0.0,3.827294276315286e-11,0.0,0.0,0.999999999959627,0.3145029569813036,0.4687936198880396,366.59577468640094,655.9296441763303,0.0,0.0,0.2145030569813036,0.0
plot_10650,WE_PM,7,1.4226404174572057e-11,0.0,0.0,1.2039162331595138e-11,0.0,0.0,0.9999999999737348,0.3145029569813036,0.4687936198880396,403.7711573344461,1027.2912388224277,0.0,0.0,0.2145030569813036,0.0
plot_10846,WD_AM,3,3.438549387008266e-41,0.0,0.9999999619822412,1.5724242445231663e-18,0.0,3.8017757749857644e-08,1.3870601105022875e-20,0.3106487198287033,0.3795276092175896,394.2915394396632,0.0,0.0,0.0,0.2106488198287033,0.0
plot_10846,WD_PM,3,3.387896125552616e-41,0.0,0.9999999619039678,1.565598367796447e-18,0.0,3.8096033655647983e-08,1.3876549158146646e-20,0.3106487198287033,0.3795276092175896,396.8422857418819,0.0,0.0,0.0,0.2106488198287033,0.0
plot_10846,WD_EVE,3,4.0033131552279326e-41,0.0,0.999999962676626,1.6649148444412312e-18,0.0,3.7323374872533446e-08,1.391833223408642e-20,0.3106487198287033,0.3795276092175896,366.6213763203839,0.0,0.0,0.0,0.2106488198287033,0.0
plot_10846,WE_PM,3,3.2527771131423837e-41,0.0,0.9999999616813121,1.5484059265817934e-18,0.0,3.8318688677365194e-08,1.3900563867767458e-20,0.3106487198287033,0.3795276092175896,403.73188627929295,0.0,0.0,0.0,0.2106488198287033,0.0
plot_10849,WD_AM,3,8.507371162840266e-41,0.0,0.9999999774861446,1.2358308235269488e-18,0.0,2.251385607448121e-08,1.9716995283621045e-20,0.3145029569813036,0.3858666943028359,394.63044098523744,0.0,0.0,0.0,0.2245028669813036,0.0
plot_10849,WD_PM,3,8.389572978725895e-41,0.0,0.9999999774333974,1.2308951830881412e-18,0.0,2.2566601417673605e-08,1.9727034079382026e-20,0.3145029569813036,0.3858666943028359,397.1250857518046,0.0,0.0,0.0,0.2245028669813036,0.0
plot_10849,WD_EVE,3,9.860050691551956e-41,0.0,0.9999999779873294,1.305914066903128e-18,0.0,2.201266957397601e-08,1.9766895447308416e-20,0.3145029569813036,0.3858666943028359,366.5471648109804,0.0,0.0,0.0,0.2245028669813036,0.0
plot_10849,WE_PM,3,8.075409037901217e-41,0.0,0.9999999772850396,1.2185078848728767e-18,0.0,2.271495975015864e-08,1.9764782775405142e-20,0.3145029569813036,0.3858666943028359,403.84565691845404,0.0,0.0,0.0,0.2245028669813036,0.0
