unit_id,t_id,mob_state,p_R1,p_R2,p_R3,p_R4,p_R5,p_R6,p_R7,road_centrality,accessibility_index,population_density,traffic_intensity,congestion_proxy,barrier_index,bottleneck_index,stay_proxy
plot_10648,WD_AM,R6,5.968469052488482e-24,2.502998381612893e-10,0.9999999997496998,0.0,0.0,0.0,6.218828900644642e-17,0.3145029569813036,0.3710073544022446,1.2104680508479866,8264.410734634612,0.0,0.0,0.2020031819813036,8.839094812481526e-06
plot_10648,WD_PM,R7,4.6421441460547546e-33,2.4688832132559023e-19,1.2473456695556536e-10,0.9999999998752642,0.0,0.0,1.774021467838666e-25,0.3145029569813036,0.3710073544022446,0.8603288057888778,3678.9728924078718,0.0,0.0,0.2020031819813036,6.425663311428542e-06
plot_10648,WD_EVE,R6,6.4989390215003856e-24,2.567123705994305e-10,0.999999999743288,0.0,0.0,0.0,8.958120066499828e-17,0.3145029569813036,0.3710073544022446,1.1321487220138113,5426.009737704197,0.0,0.0,0.2020031819813036,5.9123727238484905e-06
plot_10648,WD_NT,R6,6.370203299934023e-24,1.2537626017459567e-10,0.999999999874623,0.0,0.0,0.0,3.246551968405992e-17,0.3145029569813036,0.3710073544022446,1.45215958678735,8307.883582298025,0.0,0.0,0.2020031819813036,8.885936682102772e-06
plot_10648,WE_AM,R6,3.695316775063459e-24,2.828183273276223e-10,0.9999999997171809,0.0,0.0,0.0,1.0046737576150394e-16,0.3145029569813036,0.3710073544022446,0.9250813273874201,5383.36445431217,0.0,0.0,0.2020031819813036,6.812494356324791e-06
plot_10648,WE_MD,R6,5.632153199631883e-24,2.22733018662205e-10,0.9999999997772662,0.0,0.0,0.0,8.92761654354505e-17,0.3145029569813036,0.3710073544022446,1.0919257400975921,4946.530447614458,0.0,0.0,0.2020031819813036,7.728358014031338e-06
plot_10648,WE_EVE,R6,1.1865206108543952e-23,1.3407536654824747e-10,0.999999999865925,0.0,0.0,0.0,3.636656658599529e-17,0.3145029569813036,0.3710073544022446,1.6417829763130296,8246.436210945894,0.0,0.0,0.2020031819813036,8.21827499646591e-06
plot_10648,WE_NT,R6,3.053635925605467e-24,1.3762057515680182e-10,0.9999999998623785,0.0,0.0,0.0,4.0641336040797514e-17,0.3145029569813036,0.3710073544022446,1.132121430160539,6259.9413669227415,0.0,0.0,0.2020031819813036,6.8528516130916166e-06
plot_10810,WD_AM,R1,2.4914899946103868e-30,1.1662728078461781e-17,1.349425340889407e-08,0.0,1.1682734361052564e-07,0.9999998696784025,1.4998140694129921e-21,0.3145029569813036,0.4027490979555197,0.21873514005832867,0.0,0.0,0.0,0.2020028444813036,8.843232906098208e-06
plot_10810,WD_PM,R7,8.985558628165165e-35,7.323054868435082e-22,3.474240729321616e-13,0.9999760102686883,6.979105995045196e-12,2.3989723986291738e-05,9.347516016596387e-26,0.3145029569813036,0.4027490979555197,0.15546394776682745,0.0,0.0,0.0,0.2020028444813036,6.427838132819475e-06
