unit_id,t_id,mob_state,p_R1,p_R2,p_R3,p_R4,p_R5,p_R6,p_R7,road_centrality,accessibility_index,population_density,traffic_intensity,congestion_proxy,barrier_index,bottleneck_index,stay_proxy
plot_10648,WD_AM,R5,0.0,1.961518803890973e-12,0.0,0.0,0.9999999997907385,2.062998813321923e-10,5.659127959575861e-31,0.3145029569813036,0.3710073544022446,0.32941131579889815,6991.743980559022,0.0,0.0,0.2020031819813036,8.839094812481526e-06
plot_10648,WD_PM,R3,0.0,1.2935128558410733e-15,0.9999891760607424,0.0,1.0823938248200273e-05,7.93218439760647e-15,2.2181915874888947e-34,0.3145029569813036,0.3710073544022446,0.2341260008771592,3112.4344373803433,0.0,0.0,0.2020031819813036,6.425663311428542e-06
plot_10648,WD_EVE,R6,0.0,2.7714917345906213e-12,0.0,0.0,0.34999999976645285,0.6500000002297756,7.82694427988582e-31,0.3145029569813036,0.3710073544022446,0.3080978468926525,4530.285153983982,0.0,0.0,0.2020031819813036,5.9123727238484905e-06
plot_10648,WD_NT,R5,0.0,9.828693520358723e-13,0.0,0.0,0.9999999997978692,2.0014782579497726e-10,4.859212725030198e-31,0.3145029569813036,0.3710073544022446,0.3951841602911323,6922.8035355276725,0.0,0.0,0.2020031819813036,8.885936682102772e-06
plot_10648,WE_AM,R6,0.0,2.97392912920693e-12,0.0,0.0,0.3499999997561315,0.6500000002398945,5.523083790912178e-31,0.3145029569813036,0.3710073544022446,0.2517474600525002,4554.360525772758,0.0,0.0,0.2020031819813036,6.812494356324791e-06
plot_10648,WE_MD,R5,0.0,2.6343589736012137e-12,0.0,0.0,0.9999999997618222,2.345435493797493e-10,7.027851396186585e-31,0.3145029569813036,0.3710073544022446,0.2971517460111837,4184.796181150764,0.0,0.0,0.2020031819813036,7.728358014031338e-06
plot_10648,WE_EVE,R5,0.0,1.0688664791172233e-12,0.0,0.0,0.9999999998010898,1.9684127431831832e-10,7.86539584234446e-31,0.3145029569813036,0.3710073544022446,0.4467874142606544,6864.849593188149,0.0,0.0,0.2020031819813036,8.21827499646591e-06
plot_10648,WE_NT,R6,0.0,1.2516405970880292e-12,0.0,0.0,0.3499999997743908,0.6500000002233576,3.4266258009252685e-31,0.3145029569813036,0.3710073544022446,0.3080904198107971,5226.55249663515,0.0,0.0,0.2020031819813036,6.8528516130916166e-06
plot_10810,WD_AM,R1,0.9999998533806942,1.853925243286313e-17,0.0,1.30492210566277e-07,1.6126095137925527e-08,1.0097024654635438e-17,1.9331583148365552e-36,0.3145029569813036,0.4027490979555197,0.05968701525178114,0.0,0.0,0.0,0.2020028444813036,8.843232906098208e-06
plot_10810,WD_PM,R3,0.3437426409089621,2.0709090313005665e-17,0.6562572918869952,5.989650847348037e-08,7.306534135562195e-09,4.925453777436015e-18,1.4875538670272916e-36,0.3145029569813036,0.4027490979555197,0.042421985872897784,0.0,0.0,0.0,0.2020028444813036,6.427838132819475e-06
