unit_id,t_id,mob_state,p_R1,p_R2,p_R3,p_R4,p_R5,p_R6,p_R7,road_centrality,accessibility_index,population_density,traffic_intensity,congestion_proxy,barrier_index,bottleneck_index,stay_proxy
plot_10648,WD_AM,R5,0.0,0.0,1.4645496206908628e-26,0.9999999995943218,4.0567799871572633e-10,0.0,6.769499899043945e-17,0.3145029569813036,0.3710073544022446,0.7844195193316172,7816.333859549138,0.0,0.0,0.2020031819813036,8.839094812481526e-06
plot_10648,WD_PM,R2,0.0,0.0,1.758129072308773e-35,1.2456232639021304e-10,3.922446731096836e-19,0.9999999998754383,1.8376630644278573e-25,0.3145029569813036,0.3710073544022446,0.5575188108693058,3479.507651619936,0.0,0.0,0.2020031819813036,6.425663311428542e-06
plot_10648,WD_EVE,R5,0.0,0.0,1.9234722534658604e-26,0.9999999995854782,4.14521572594707e-10,0.0,9.61513162532487e-17,0.3145029569813036,0.3710073544022446,0.7336662505977248,5103.412099007618,0.0,0.0,0.2020031819813036,5.9123727238484905e-06
plot_10648,WD_NT,R5,0.0,0.0,1.5229697838577263e-26,0.9999999997960565,2.0394407744592094e-10,0.0,3.5543019814389514e-17,0.3145029569813036,0.3710073544022446,0.9410428670649681,7808.622469432107,0.0,0.0,0.2020031819813036,8.885936682102772e-06
plot_10648,WE_AM,R5,0.0,0.0,1.1215323422482556e-26,0.9999999995480859,4.519133674383229e-10,0.0,1.0515619683609035e-16,0.3145029569813036,0.3710073544022446,0.5994803825376003,5091.491119408146,0.0,0.0,0.2020031819813036,6.812494356324791e-06
plot_10648,WE_MD,R5,0.0,0.0,1.7177236404692013e-26,0.999999999644162,3.558380848608478e-10,0.0,9.372002561150704e-17,0.3145029569813036,0.3710073544022446,0.7076005546723334,4678.341223161515,0.0,0.0,0.2020031819813036,7.728358014031338e-06
plot_10648,WE_EVE,R5,0.0,0.0,2.821495612908611e-26,0.99999999978077,2.1922986996286418e-10,0.0,3.998542303756841e-17,0.3145029569813036,0.3710073544022446,1.0639244978205784,7748.340326701152,0.0,0.0,0.2020031819813036,8.21827499646591e-06
plot_10648,WE_NT,R5,0.0,0.0,8.407628638845455e-27,0.999999999778014,2.2198595208180704e-10,0.0,4.358207117648611e-17,0.3145029569813036,0.3710073544022446,0.7336485646601153,5887.763602849487,0.0,0.0,0.2020031819813036,6.8528516130916166e-06
plot_10810,WD_AM,R1,0.9999989518700674,1.0213477646668103e-06,2.4318533355846672e-32,2.6782167773843813e-08,3.503947318783622e-17,0.0,1.486868772176324e-21,0.3145029569813036,0.4027490979555197,0.1418749298003423,0.0,0.0,0.0,0.2020028444813036,8.843232906098208e-06
plot_10810,WD_PM,R2,2.5587948163940975e-05,6.571961847012396e-11,9.986620613379207e-37,7.330302168034572e-13,2.3396682741568404e-21,0.9999744119853842,9.786614213293192e-26,0.3145029569813036,0.4027490979555197,0.10083627472943342,0.0,0.0,0.0,0.2020028444813036,6.427838132819475e-06
