unit_id,timestamp,hour,o_arrive,o_leave,o_stay,poi_cat_1,poi_cat_2,poi_cat_3,poi_cat_4,poi_cat_5,poi_cat_6,poi_cat_7,poi_cat_8,poi_cat_9,norm_o_arrive,norm_o_leave,norm_o_stay,norm_poi_cat_1,norm_poi_cat_2,norm_poi_cat_3,norm_poi_cat_4,norm_poi_cat_5,norm_poi_cat_6,norm_poi_cat_7,norm_poi_cat_8,norm_poi_cat_9
plot_10648,2021-04-01 00:00:00,0,1.3357297892464424,1.497142339664521,4.26975727178767,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13550648352337707,0.19121581594977874,0.14346173186219496,0.3582551979145189,0.0,0.0,0.0,0.0,0.3333333333332677,0.0,0.0,0.0
plot_10810,2021-04-01 00:00:00,0,1.1640490775271601,1.5243575046914486,4.341597488083619,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.07650133754540674,0.17672211721213285,0.15315377509143607,0.0,0.9999999999998603,0.0,0.0,0.0,0.23035959189141256,0.3089664497109555,0.0,0.0
plot_10650,2021-04-01 00:00:00,0,1.372842826183339,1.515148979133303,4.5701005226772695,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1460818287925114,0.20049432530851438,0.17617102477982102,0.0,0.36771890803950114,0.0,0.326589252776901,0.0,0.0,0.391361335715574,0.0,0.0
plot_10846,2021-04-01 00:00:00,0,1.5434449082348354,1.494396245926302,4.587788270328619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1474047774827576,0.1597956961006502,0.16823218772700096,0.0,0.0,0.0,0.0,0.0,0.0,0.17738247302453206,0.0,0.0
plot_10849,2021-04-01 00:00:00,0,1.2925715372718642,1.4713580158083903,4.50109644578821,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.06985216735027609,0.178098470574016,0.11897390396327566,0.3089664497109555,0.0,0.0,0.0,0.0,0.0,0.23172483728322718,0.0,0.3947329762992079
plot_10847,2021-04-01 00:00:00,0,1.139137081553366,1.415636649241974,4.056551852116709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07083505971317303,0.13740677179162125,0.09701792303185003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10605,2021-04-01 00:00:00,0,1.4233110327678302,1.3376225502666763,3.748002818915782,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15711616463153721,0.15234529125137858,0.0677501343214484,0.26090755714373615,0.0,0.0,0.0,0.0,0.4105514533070443,0.0,0.0,0.0
plot_10646,2021-04-01 00:00:00,0,1.5585795120047803,1.4368581738607906,4.271637969526084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11548115419664974,0.1412697951909587,0.10714878375910925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10604,2021-04-01 00:00:00,0,1.9559879879869555,1.5462538084979083,6.151232997196931,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2057748119245997,0.13662661502846865,0.24551053477695928,0.0,0.0,0.0,0.37868932856561754,0.7117953884028443,0.0,0.0,0.4886872586953316,0.0
plot_10552,2021-04-01 00:00:00,0,1.4984699430441344,1.539668391789185,4.761264013455231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14445149698678278,0.18617133577416436,0.138097159867528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10499,2021-04-01 00:00:00,0,1.3494693330947973,1.7869296986159782,4.542739513555592,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.12089769305639236,0.24557118658846805,0.14155536319796425,0.0,0.0,0.0,0.0,0.0,0.2136917124463666,0.0,0.0,0.34327790447740547
plot_10500,2021-04-01 00:00:00,0,1.4518257671845,1.709553921471311,4.821846392941316,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.09515126528472566,0.15345918382296728,0.10867473134474177,0.617932899421911,0.0,0.41204962400987455,0.0,0.0,0.2686913984359034,0.26090755714373615,0.0,0.3947329762992079
plot_10549,2021-04-01 00:00:00,0,1.5922359269488717,1.6842273016029414,4.315158214314255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14353991718392242,0.17767250856833497,0.10019230168568627,0.2849222832618101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_19877,2021-04-01 00:00:00,0,1.4994243103515728,1.205280319188542,4.6219143478122335,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.10700304760771026,0.08368100349829855,0.11777256264411205,0.2136917124463666,0.0,0.26998555574699723,0.0,0.0,0.617932899421911,0.1565445342862513,0.0,0.3947329762992079
plot_11486,2021-04-01 00:00:00,0,1.6422495782003501,1.9288100078731434,5.189279605379777,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.15225758298394068,0.21989007919580308,0.1824658666740481,0.3333333333332677,0.27055424826218927,0.0,0.4697946302834067,0.0,0.21495311874872955,0.19196632657618148,0.0,0.0
plot_10648,2021-04-01 01:00:00,1,1.502824327362013,1.2205525108073327,3.732445741202731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17313473765398107,0.1245912947052156,0.10132409697724881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10810,2021-04-01 01:00:00,1,1.3193213784921756,1.3157807139339865,4.2527280309887425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11272295016355094,0.1266235395027409,0.14552983890760954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10650,2021-04-01 01:00:00,1,1.5761696828263008,1.0605761591488367,3.8820564055980653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.19142025330615273,0.08795316665871618,0.12539547090393854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999998844,0.5786246046561515
plot_10846,2021-04-01 01:00:00,1,1.8795984791237363,1.8484629212437396,5.149950383333908,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.21912495444423996,0.23179626439828185,0.20880786798656376,0.4803081137388923,0.0,0.0,0.0,0.34327790447740547,0.0,0.2266223778853382,0.0,0.0
plot_10849,2021-04-01 01:00:00,1,1.346302610597005,1.3522978382202069,4.401857747290964,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.08122542143649869,0.14803299274111414,0.11121081027872323,0.0,0.0,0.0,0.6147858093293708,0.0,0.0,0.29604973222441944,0.2730107613410486,0.0
plot_10847,2021-04-01 01:00:00,1,1.4402796282996917,1.094025739816346,4.1036129058948045,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.1306770630364479,0.0736274348461865,0.09979991940505757,0.0,0.37868932856561754,0.5460215226820283,0.23054467849852373,0.981018353410511,0.9999999999997905,0.0,0.0,0.0
plot_10605,2021-04-01 01:00:00,1,1.6001824155507005,1.5268657627645146,4.647155045877066,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.20020320032132638,0.19642242711320945,0.13255681208139017,0.3052382731141095,0.0,0.0,0.38274376433736,0.0,0.0,0.0,0.0,0.35234597271253765
plot_10646,2021-04-01 01:00:00,1,2.0616252279458434,1.876092179875946,5.089964480474706,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.20555155695033328,0.24381198579552976,0.16079793274298593,0.0,0.0,0.0,0.2814842381621834,0.0,0.0,0.0,0.3021631705137737,0.0
